Index,Token,Location,Speaker,Listened Language,Token,Tag1,Tag2,Tag
11742,toi,"Montréal, Québec",Tattoo Killer,French,toi,Fr,,Fr
11743,0,"Montréal, Québec",Tattoo Killer,French,0,Punct,,Punct
11744,Suzie,"Toronto, Ontario",Martin Ward,English,Suzie,NamedEnt,,NamedEnt
11745,0,"Toronto, Ontario",Martin Ward,English,0,Punct,,Punct
11746,Je,"Montréal, Québec",Suzie,French,Je,Fr,,Fr
11747,veux,"Montréal, Québec",Suzie,French,veux,Fr,,Fr
11748,ma,"Montréal, Québec",Suzie,French,ma,Fr,,Fr
11749,fille,"Montréal, Québec",Suzie,French,fille,Fr,,Fr
11750,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11751,tu,"Montréal, Québec",Suzie,French,tu,Fr,,Fr
11752,comprends,"Montréal, Québec",Suzie,French,comprends,Fr,,Fr
11753,-tu,"Montréal, Québec",Suzie,French,-tu,Fr,,Fr
11754,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11755,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11756,Va,"Montréal, Québec",Suzie,French,Va,Fr,,Fr
11757,la,"Montréal, Québec",Suzie,French,la,Fr,,Fr
11758,chercher,"Montréal, Québec",Suzie,French,chercher,Fr,,Fr
11759,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11760,Qu',"Montréal, Québec",Suzie,French,Qu',Fr,,Fr
11761,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11762,-ce,"Montréal, Québec",Suzie,French,-ce,Fr,,Fr
11763,qui,"Montréal, Québec",Suzie,French,qui,Fr,,Fr
11764,va,"Montréal, Québec",Suzie,French,va,Fr,,Fr
11765,arriver,"Montréal, Québec",Suzie,French,arriver,Fr,,Fr
11766,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11767,Dis,"Montréal, Québec",Suzie,French,Dis,Fr,,Fr
11768,-moi,"Montréal, Québec",Suzie,French,-moi,Fr,,Fr
11769,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11770,Dis,"Montréal, Québec",Suzie,French,Dis,Fr,,Fr
11771,-moi,"Montréal, Québec",Suzie,French,-moi,Fr,,Fr
11772,qu',"Montréal, Québec",Suzie,French,qu',Fr,,Fr
11773,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11774,-ce,"Montréal, Québec",Suzie,French,-ce,Fr,,Fr
11775,qui,"Montréal, Québec",Suzie,French,qui,Fr,,Fr
11776,va,"Montréal, Québec",Suzie,French,va,Fr,,Fr
11777,arriver,"Montréal, Québec",Suzie,French,arriver,Fr,,Fr
11778,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11779,Qu',"Montréal, Québec",Suzie,French,Qu',Fr,,Fr
11780,est,"Montréal, Québec",Suzie,French,est,Fr,,Fr
11781,-ce,"Montréal, Québec",Suzie,French,-ce,Fr,,Fr
11782,que,"Montréal, Québec",Suzie,French,que,Fr,,Fr
11783,t',"Montréal, Québec",Suzie,French,t',Fr,,Fr
11784,as,"Montréal, Québec",Suzie,French,as,Eng,,Eng
11785,fait,"Montréal, Québec",Suzie,French,fait,Fr,,Fr
11786,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11787,Touche,"Montréal, Québec",Suzie,French,Touche,Fr,,Fr
11788,-moi,"Montréal, Québec",Suzie,French,-moi,Fr,,Fr
11789,pas,"Montréal, Québec",Suzie,French,pas,Fr,,Fr
11790,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11791,TOUCHE-MOI,"Montréal, Québec",Suzie,French,TOUCHE-MOI,Fr,,Fr
11792,PAS,"Montréal, Québec",Suzie,French,PAS,Fr,,Fr
11793,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11794,TOUCHE-MOI,"Montréal, Québec",Suzie,French,TOUCHE-MOI,Fr,,Fr
11795,PAS,"Montréal, Québec",Suzie,French,PAS,Fr,,Fr
11796,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11797,JE,"Montréal, Québec",Suzie,French,JE,Fr,,Fr
11798,VEUX,"Montréal, Québec",Suzie,French,VEUX,Fr,,Fr
11799,MA,"Montréal, Québec",Suzie,French,MA,NamedEnt,,NamedEnt
11800,FILLE,"Montréal, Québec",Suzie,French,FILLE,Fr,,Fr
11801,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11802,TU,"Montréal, Québec",Suzie,French,TU,Fr,,Fr
11803,COMPRENDS-TU,"Montréal, Québec",Suzie,French,COMPRENDS-TU,Fr,,Fr
11804,?,"Montréal, Québec",Suzie,French,?,Punct,,Punct
11805,Si,"Montréal, Québec",Suzie,French,Si,Fr,,Fr
11806,jamais,"Montréal, Québec",Suzie,French,jamais,Fr,,Fr
11807,il,"Montréal, Québec",Suzie,French,il,Fr,,Fr
11808,y,"Montréal, Québec",Suzie,French,y,Fr,,Fr
11809,touche,"Montréal, Québec",Suzie,French,touche,Fr,,Fr
11810,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11811,S',"Montréal, Québec",Suzie,French,S',Fr,,Fr
11812,il,"Montréal, Québec",Suzie,French,il,Fr,,Fr
11813,y,"Montréal, Québec",Suzie,French,y,Fr,,Fr
11814,touche,"Montréal, Québec",Suzie,French,touche,Fr,,Fr
11815,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11816,je,"Montréal, Québec",Suzie,French,je,Fr,,Fr
11817,veux,"Montréal, Québec",Suzie,French,veux,Fr,,Fr
11818,plus,"Montréal, Québec",Suzie,French,plus,Fr,,Fr
11819,jamais,"Montréal, Québec",Suzie,French,jamais,Fr,,Fr
11820,te,"Montréal, Québec",Suzie,French,te,Fr,,Fr
11821,voir,"Montréal, Québec",Suzie,French,voir,Fr,,Fr
11822,",","Montréal, Québec",Suzie,French,,,Punct,Punct
11823,mon,"Montréal, Québec",Suzie,French,mon,Fr,,Fr
11824,hostie,"Montréal, Québec",Suzie,French,hostie,Fr,,Fr
11825,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11826,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
11827,m',"Montréal, Québec",David Bouchard,French,m',Fr,,Fr
11828,excuse,"Montréal, Québec",David Bouchard,French,excuse,Fr,,Fr
11829,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
11830,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
11831,m',"Montréal, Québec",David Bouchard,French,m',Fr,,Fr
11832,excuse,"Montréal, Québec",David Bouchard,French,excuse,Fr,,Fr
11833,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
11834,Je,"Montréal, Québec",David Bouchard,French,Je,Fr,,Fr
11835,m',"Montréal, Québec",David Bouchard,French,m',Fr,,Fr
11836,excuse..,"Montréal, Québec",David Bouchard,French,excuse..,Fr,,Fr
11837,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
11838,Va,"Montréal, Québec",Suzie,French,Va,Fr,,Fr
11839,chercher,"Montréal, Québec",Suzie,French,chercher,Fr,,Fr
11840,notre,"Montréal, Québec",Suzie,French,notre,Fr,,Fr
11841,fille,"Montréal, Québec",Suzie,French,fille,Fr,,Fr
11842,!,"Montréal, Québec",Suzie,French,!,Punct,,Punct
11843,Ramène,"Montréal, Québec",Suzie,French,Ramène,Fr,,Fr
11844,-nous,"Montréal, Québec",Suzie,French,-nous,Fr,,Fr
11845,notre,"Montréal, Québec",Suzie,French,notre,Fr,,Fr
11846,bébé,"Montréal, Québec",Suzie,French,bébé,Fr,,Fr
11847,0,"Montréal, Québec",Suzie,French,0,Punct,,Punct
11848,OK,"Montréal, Québec",Policier de Montréal 3,French,OK,Fr,,Fr
11849,0,"Montréal, Québec",Policier de Montréal 3,French,0,Punct,,Punct
11850,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
11851,Is,"Montréal, Québec",Martin Ward,English,Is,Eng,,Eng
11852,she,"Montréal, Québec",Martin Ward,English,she,Eng,,Eng
11853,okay,"Montréal, Québec",Martin Ward,English,okay,Eng,,Eng
11854,?,"Montréal, Québec",Martin Ward,English,?,Punct,,Punct
11855,Tout,"Montréal, Québec",Policier de Montréal 4,French,Tout,Fr,,Fr
11856,est,"Montréal, Québec",Policier de Montréal 4,French,est,Fr,,Fr
11857,là,"Montréal, Québec",Policier de Montréal 4,French,là,Fr,,Fr
11858,",","Montréal, Québec",Policier de Montréal 4,French,,,Punct,Punct
11859,comme,"Montréal, Québec",Policier de Montréal 4,French,comme,Fr,,Fr
11860,t',"Montréal, Québec",Policier de Montréal 4,French,t',Fr,,Fr
11861,avais,"Montréal, Québec",Policier de Montréal 4,French,avais,Fr,,Fr
11862,demandé,"Montréal, Québec",Policier de Montréal 4,French,demandé,Fr,,Fr
11863,0,"Montréal, Québec",Policier de Montréal 4,French,0,Punct,,Punct
11864,Je,"Montréal, Québec",Policier de Montréal 4,French,Je,Fr,,Fr
11865,peux,"Montréal, Québec",Policier de Montréal 4,French,peux,Fr,,Fr
11866,-tu,"Montréal, Québec",Policier de Montréal 4,French,-tu,Fr,,Fr
11867,faire,"Montréal, Québec",Policier de Montréal 4,French,faire,Fr,,Fr
11868,d',"Montréal, Québec",Policier de Montréal 4,French,d',Fr,,Fr
11869,autre,"Montréal, Québec",Policier de Montréal 4,French,autre,Fr,,Fr
11870,chose,"Montréal, Québec",Policier de Montréal 4,French,chose,Fr,,Fr
11871,?,"Montréal, Québec",Policier de Montréal 4,French,?,Punct,,Punct
11872,Occupe,"Montréal, Québec",David Bouchard,French,Occupe,Fr,,Fr
11873,-toi,"Montréal, Québec",David Bouchard,French,-toi,Fr,,Fr
11874,de,"Montréal, Québec",David Bouchard,French,de,Fr,,Fr
11875,Suzie,"Montréal, Québec",David Bouchard,French,Suzie,NamedEnt,,NamedEnt
11876,",","Montréal, Québec",David Bouchard,French,,,Punct,Punct
11877,s',"Montréal, Québec",David Bouchard,French,s',Fr,,Fr
11878,il,"Montréal, Québec",David Bouchard,French,il,Fr,,Fr
11879,te,"Montréal, Québec",David Bouchard,French,te,Fr,,Fr
11880,plaît,"Montréal, Québec",David Bouchard,French,plaît,Fr,,Fr
11881,0,"Montréal, Québec",David Bouchard,French,0,Punct,,Punct
11882,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
11883,We,"Montréal, Québec",Martin Ward,English,We,Eng,,Eng
11884,have,"Montréal, Québec",Martin Ward,English,have,Eng,,Eng
11885,to,"Montréal, Québec",Martin Ward,English,to,Eng,,Eng
11886,go,"Montréal, Québec",Martin Ward,English,go,Eng,,Eng
11887,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
11888,Let,"Montréal, Québec",Martin Ward,English,Let,Eng,,Eng
11889,me,"Montréal, Québec",Martin Ward,English,me,Eng,,Eng
11890,drive,"Montréal, Québec",Martin Ward,English,drive,Eng,,Eng
11891,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
11892,-0,"Montréal, Québec",Harry Buttman,English,-0,Punct,,Punct
11893,Give,"Montréal, Québec",Harry Buttman,English,Give,Eng,,Eng
11894,me,"Montréal, Québec",Harry Buttman,English,me,Eng,,Eng
11895,some,"Montréal, Québec",Harry Buttman,English,some,Eng,,Eng
11896,privacy,"Montréal, Québec",Harry Buttman,English,privacy,Eng,,Eng
11897,0,"Montréal, Québec",Harry Buttman,English,0,Punct,,Punct
11898,-0,"Montréal, Québec",Bodyguard 1,English,-0,Punct,,Punct
11899,Okay,"Montréal, Québec",Bodyguard 1,English,Okay,Eng,,Eng
11900,",","Montréal, Québec",Bodyguard 1,English,,,Punct,Punct
11901,boss,"Montréal, Québec",Bodyguard 1,English,boss,Eng,,Eng
11902,0,"Montréal, Québec",Bodyguard 1,English,0,Punct,,Punct
11903,Hé,"Montréal, Québec",Journaliste 1,French,Hé,Fr,,Fr
11904,!,"Montréal, Québec",Journaliste 1,French,!,Punct,,Punct
11905,Hé,"Montréal, Québec",Journaliste 1,French,Hé,Fr,,Fr
11906,!,"Montréal, Québec",Journaliste 1,French,!,Punct,,Punct
11907,Ça,"Montréal, Québec",Journaliste 1,French,Ça,Fr,,Fr
11908,commence,"Montréal, Québec",Journaliste 1,French,commence,Fr,,Fr
11909,-tu,"Montréal, Québec",Journaliste 1,French,-tu,Fr,,Fr
11910,",","Montréal, Québec",Journaliste 1,French,,,Punct,Punct
11911,votre,"Montréal, Québec",Journaliste 1,French,votre,Fr,,Fr
11912,affaire,"Montréal, Québec",Journaliste 1,French,affaire,Fr,,Fr
11913,?,"Montréal, Québec",Journaliste 1,French,?,Punct,,Punct
11914,Il,"Montréal, Québec",Journaliste 1,French,Il,Fr,,Fr
11915,y,"Montréal, Québec",Journaliste 1,French,y,Fr,,Fr
11916,en,"Montréal, Québec",Journaliste 1,French,en,Fr,,Fr
11917,a,"Montréal, Québec",Journaliste 1,French,a,Fr,,Fr
11918,qui,"Montréal, Québec",Journaliste 1,French,qui,Fr,,Fr
11919,ont,"Montréal, Québec",Journaliste 1,French,ont,Fr,,Fr
11920,des,"Montréal, Québec",Journaliste 1,French,des,Fr,,Fr
11921,deadlines,"Montréal, Québec",Journaliste 1,English,deadlines,Eng,,Eng
11922,0,"Montréal, Québec",Journaliste 1,French,0,Punct,,Punct
11923,Si,"Montréal, Québec",Journaliste 1,French,Si,Fr,,Fr
11924,vous,"Montréal, Québec",Journaliste 1,French,vous,Fr,,Fr
11925,voulez,"Montréal, Québec",Journaliste 1,French,voulez,Fr,,Fr
11926,qu',"Montréal, Québec",Journaliste 1,French,qu',Fr,,Fr
11927,on,"Montréal, Québec",Journaliste 1,French,on,Fr,,Fr
11928,en,"Montréal, Québec",Journaliste 1,French,en,Fr,,Fr
11929,parle,"Montréal, Québec",Journaliste 1,French,parle,Fr,,Fr
11930,avant,"Montréal, Québec",Journaliste 1,French,avant,Fr,,Fr
11931,la,"Montréal, Québec",Journaliste 1,French,la,Fr,,Fr
11932,saison,"Montréal, Québec",Journaliste 1,French,saison,Fr,,Fr
11933,",","Montréal, Québec",Journaliste 1,French,,,Punct,Punct
11934,il,"Montréal, Québec",Journaliste 1,French,il,Fr,,Fr
11935,faut,"Montréal, Québec",Journaliste 1,French,faut,Fr,,Fr
11936,activer,"Montréal, Québec",Journaliste 1,French,activer,Fr,,Fr
11937,0,"Montréal, Québec",Journaliste 1,French,0,Punct,,Punct
11938,-0,"Montréal, Québec",Attaché de presse,English,-0,Punct,,Punct
11939,Sorry,"Montréal, Québec",Attaché de presse,English,Sorry,Eng,,Eng
11940,for,"Montréal, Québec",Attaché de presse,English,for,Eng,,Eng
11941,the,"Montréal, Québec",Attaché de presse,English,the,Eng,,Eng
11942,delay,"Montréal, Québec",Attaché de presse,English,delay,Eng,,Eng
11943,",","Montréal, Québec",Attaché de presse,English,,,Punct,Punct
11944,everyone,"Montréal, Québec",Attaché de presse,English,everyone,Eng,,Eng
11945,0,"Montréal, Québec",Attaché de presse,English,0,Punct,,Punct
11946,Mr,"Montréal, Québec",Attaché de presse,English,Mr,NamedEnt,,NamedEnt
11947,0,"Montréal, Québec",Attaché de presse,English,0,Punct,,Punct
11948,Buttman,"Montréal, Québec",Attaché de presse,English,Buttman,Eng,,Eng
11949,will,"Montréal, Québec",Attaché de presse,English,will,Eng,,Eng
11950,be,"Montréal, Québec",Attaché de presse,English,be,Eng,,Eng
11951,here,"Montréal, Québec",Attaché de presse,English,here,Eng,,Eng
11952,any,"Montréal, Québec",Attaché de presse,English,any,Eng,,Eng
11953,minute,"Montréal, Québec",Attaché de presse,English,minute,Eng,,Eng
11954,0,"Montréal, Québec",Attaché de presse,English,0,Punct,,Punct
11955,-0,"Montréal, Québec",David Bouchard,English,-0,Punct,,Punct
11956,You,"Montréal, Québec",David Bouchard,English,You,Eng,,Eng
11957,sure,"Montréal, Québec",David Bouchard,English,sure,Eng,,Eng
11958,you,"Montréal, Québec",David Bouchard,English,you,Eng,,Eng
11959,want,"Montréal, Québec",David Bouchard,English,want,Eng,,Eng
11960,to,"Montréal, Québec",David Bouchard,English,to,Eng,,Eng
11961,do,"Montréal, Québec",David Bouchard,English,do,Eng,,Eng
11962,this,"Montréal, Québec",David Bouchard,English,this,Eng,,Eng
11963,?,"Montréal, Québec",David Bouchard,English,?,Punct,,Punct
11964,-0,"Montréal, Québec",Martin Ward,English,-0,Punct,,Punct
11965,Remember,"Montréal, Québec",Martin Ward,English,Remember,Eng,,Eng
11966,",","Montréal, Québec",Martin Ward,English,,,Punct,Punct
11967,it,"Montréal, Québec",Martin Ward,English,it,Eng,,Eng
11968,was,"Montréal, Québec",Martin Ward,English,was,Eng,,Eng
11969,my,"Montréal, Québec",Martin Ward,English,my,Eng,,Eng
11970,idea,"Montréal, Québec",Martin Ward,English,idea,Eng,,Eng
11971,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
11972,I,"Montréal, Québec",Martin Ward,English,I,Eng,,Eng
11973,just,"Montréal, Québec",Martin Ward,English,just,Eng,,Eng
11974,don't,"Montréal, Québec",Martin Ward,English,don't,Eng,,Eng
11975,want,"Montréal, Québec",Martin Ward,English,want,Eng,,Eng
11976,to,"Montréal, Québec",Martin Ward,English,to,Eng,,Eng
11977,read,"Montréal, Québec",Martin Ward,English,read,Eng,,Eng
11978,about,"Montréal, Québec",Martin Ward,English,about,Eng,,Eng
11979,it,"Montréal, Québec",Martin Ward,English,it,Eng,,Eng
11980,in,"Montréal, Québec",Martin Ward,English,in,Eng,,Eng
11981,tomorrow's,"Montréal, Québec",Martin Ward,English,tomorrow's,Eng,,Eng
11982,papers,"Montréal, Québec",Martin Ward,English,papers,Eng,,Eng
11983,0,"Montréal, Québec",Martin Ward,English,0,Punct,,Punct
11984,-0,"Montréal, Québec",Harry Buttman,English,-0,Punct,,Punct
11985,Mr,"Montréal, Québec",Harry Buttman,English,Mr,NamedEnt,,NamedEnt
11986,0,"Montréal, Québec",Harry Buttman,English,0,Punct,,Punct
11987,Arbusto,"Montréal, Québec",Harry Buttman,English,Arbusto,NamedEnt,,NamedEnt
11988,!,"Montréal, Québec",Harry Buttman,English,!,Punct,,Punct
11989,-0,"Houston, Texas, United States",Mr. Arbusto,English,-0,Punct,,Punct
11990,Hey,"Houston, Texas, United States",Mr. Arbusto,English,Hey,Eng,,Eng
11991,",","Houston, Texas, United States",Mr. Arbusto,English,,,Punct,Punct
11992,Buttman,"Houston, Texas, United States",Mr. Arbusto,English,Buttman,Eng,,Eng
11993,!,"Houston, Texas, United States",Mr. Arbusto,English,!,Punct,,Punct
11994,-0,"Montréal, Québec",Harry Buttman,English,-0,Punct,,Punct
11995,So,"Montréal, Québec",Harry Buttman,English,So,Eng,,Eng
11996,nice,"Montréal, Québec",Harry Buttman,English,nice,Eng,,Eng
11997,to,"Montréal, Québec",Harry Buttman,English,to,Eng,,Eng
11998,talk,"Montréal, Québec",Harry Buttman,English,talk,Eng,,Eng
11999,to,"Montréal, Québec",Harry Buttman,English,to,Eng,,Eng
12000,you,"Montréal, Québec",Harry Buttman,English,you,Eng,,Eng
12001,again,"Montréal, Québec",Harry Buttman,English,again,Eng,,Eng
12002,0,"Montréal, Québec",Harry Buttman,English,0,Punct,,Punct
12003,-0,"Houston, Texas, United States",Mr. Arbusto,English,-0,Punct,,Punct
12004,Everything,"Houston, Texas, United States",Mr. Arbusto,English,Everything,Eng,,Eng
12005,coming,"Houston, Texas, United States",Mr. Arbusto,English,coming,Eng,,Eng
12006,together,"Houston, Texas, United States",Mr. Arbusto,English,together,Eng,,Eng
12007,?,"Houston, Texas, United States",Mr. Arbusto,English,?,Punct,,Punct
12008,-0,"Montréal, Québec",Harry Buttman,English,-0,Punct,,Punct
12009,Sure,"Montréal, Québec",Harry Buttman,English,Sure,Eng,,Eng
12010,is,"Montréal, Québec",Harry Buttman,English,is,Eng,,Eng
12011,0,"Montréal, Québec",Harry Buttman,English,0,Punct,,Punct
12012,-0,"Montréal, Québec",Harry Buttman,English,-0,Punct,,Punct
12013,I,"Houston, Texas, United States",Mr. Arbusto,English,I,Eng,,Eng
12014,don't,"Houston, Texas, United States",Mr. Arbusto,English,don't,Eng,,Eng
12015,want,"Houston, Texas, United States",Mr. Arbusto,English,want,Eng,,Eng
12016,you,"Houston, Texas, United States",Mr. Arbusto,English,you,Eng,,Eng
12017,to,"Houston, Texas, United States",Mr. Arbusto,English,to,Eng,,Eng
12018,misunderestimate,"Houston, Texas, United States",Mr. Arbusto,English,misunderestimate,Eng,,Eng
12019,how,"Houston, Texas, United States",Mr. Arbusto,English,how,Eng,,Eng
12020,grateful,"Houston, Texas, United States",Mr. Arbusto,English,grateful,Eng,,Eng
12021,I,"Houston, Texas, United States",Mr. Arbusto,English,I,Eng,,Eng
12022,am,"Houston, Texas, United States",Mr. Arbusto,English,am,Eng,,Eng
12023,0,"Houston, Texas, United States",Mr. Arbusto,English,0,Punct,,Punct
12024,I'm,"Houston, Texas, United States",Mr. Arbusto,English,I'm,Eng,,Eng
12025,sending,"Houston, Texas, United States",Mr. Arbusto,English,sending,Eng,,Eng
12026,you,"Houston, Texas, United States",Mr. Arbusto,English,you,Eng,,Eng
12027,our,"Houston, Texas, United States",Mr. Arbusto,English,our,Eng,,Eng
12028,agreement,"Houston, Texas, United States",Mr. Arbusto,English,agreement,Eng,,Eng
12029,right,"Houston, Texas, United States",Mr. Arbusto,English,right,Eng,,Eng
12030,now,"Houston, Texas, United States",Mr. Arbusto,English,now,Eng,,Eng
12031,0,"Houston, Texas, United States",Mr. Arbusto,English,0,Punct,,Punct
12032,(,None,None,None,(,Punct,,Punct
12033,fax,None,None,None,fax,Eng,,Eng
12034,beeping,None,None,None,beeping,Eng,,Eng
12035,),None,None,None,),Punct,,Punct
12036,You're,"Houston, Texas, United States",Mr. Arbusto,English,You're,Eng,,Eng
12037,doing,"Houston, Texas, United States",Mr. Arbusto,English,doing,Eng,,Eng
12038,a,"Houston, Texas, United States",Mr. Arbusto,English,a,Eng,,Eng
12039,wonderful,"Houston, Texas, United States",Mr. Arbusto,English,wonderful,Eng,,Eng
12040,thing,"Houston, Texas, United States",Mr. Arbusto,English,thing,Eng,,Eng
12041,for,"Houston, Texas, United States",Mr. Arbusto,English,for,Eng,,Eng
12042,hockey,"Houston, Texas, United States",Mr. Arbusto,English,hockey,Fr,,Fr
12043,0,"Houston, Texas, United States",Mr. Arbusto,English,0,Punct,,Punct
12044,Cause,"Houston, Texas, United States",Mr. Arbusto,English,Cause,Fr,,Fr
12045,I'm,"Houston, Texas, United States",Mr. Arbusto,English,I'm,Fr,,Fr
12046,gonna,"Houston, Texas, United States",Mr. Arbusto,English,gonna,Eng,,Eng
12047,make,"Houston, Texas, United States",Mr. Arbusto,English,make,Eng,,Eng
12048,hockey,"Houston, Texas, United States",Mr. Arbusto,English,hockey,Fr,,Fr
12049,as,"Houston, Texas, United States",Mr. Arbusto,English,as,Eng,,Eng
12050,Texas,"Houston, Texas, United States",Mr. Arbusto,English,Texas,NamedEnt,,NamedEnt
12051,as,"Houston, Texas, United States",Mr. Arbusto,English,as,Eng,,Eng
12052,a,"Houston, Texas, United States",Mr. Arbusto,English,a,Eng,,Eng
12053,big,"Houston, Texas, United States",Mr. Arbusto,English,big,Eng,,Eng
12054,",","Houston, Texas, United States",Mr. Arbusto,English,,,Punct,Punct
12055,fat,"Houston, Texas, United States",Mr. Arbusto,English,fat,Eng,,Eng
12056,American,"Houston, Texas, United States",Mr. Arbusto,English,American,Eng,,Eng
12057,steak,"Houston, Texas, United States",Mr. Arbusto,English,steak,Eng,,Eng
12058,0,"Houston, Texas, United States",Mr. Arbusto,English,0,Punct,,Punct
12059,None,"Houston, Texas, United States",Mr. Arbusto,English,None,Eng,,Eng
12060,of,"Houston, Texas, United States",Mr. Arbusto,English,of,Eng,,Eng
12061,that,"Houston, Texas, United States",Mr. Arbusto,English,that,Eng,,Eng
12062,poison,"Houston, Texas, United States",Mr. Arbusto,English,poison,Fr,,Fr
12063,Canadian,"Houston, Texas, United States",Mr. Arbusto,English,Canadian,Fr,,Fr
