Token,Tag
",Punct
walking,Eng
en,Spn
Buenos,Spn
Aires,NamedEnt
a,Spn
un,Spn
mes,Spn
de,Spn
mi,Spn
despedida,Spn
.,Punct
De,Spn
mi,Spn
despedida,Spn
también,Spn
de,Spn
mí,Spn
misma,Spn
y,Spn
no,Spn
quiero,Spn
:,Punct
I,Eng
am,Eng
in,Eng
denial,Spn
.,Punct
Creo,Spn
que,Spn
no,Spn
podré,Spn
survive,Eng
esta,Spn
(,Punct
desped)ida,Spn
.,Punct
.,Punct
.,Punct
se,Spn
me,Spn
arriman,Spn
a,Spn
la,Spn
boca,Spn
all,Eng
the,Eng
dumb,Eng
things,Eng
you,Eng
say,Eng
when,Eng
you’re,Spn
going,Eng
to,Eng
say,Eng
goodbye,Eng
to,Eng
someone,Eng
",Punct
or,Eng
(,Punct
en,Spn
mi,Spn
caso,Spn
),Punct
a,Spn
un,Spn
lugar,Spn
:,Punct
no,Spn
quiero,Spn
dejarte,Spn
",Punct
I’ll,Spn
never,Eng
be,Eng
the,Eng
same,Eng
",Punct
you,Eng
know,Eng
",Punct
todo,Spn
eso,Spn
.,Punct
.,Punct
.,Punct
Pero,Spn
no,Spn
sólo,Spn
eso,Spn
.,Punct
Esta,Spn
vez,Spn
es,Spn
diferente,Spn
:,Punct
nunca,Spn
pensé,Spn
que,Spn
me,Spn
iba,Spn
a,Spn
sentir,Spn
así,Spn
.,Punct
Es,Spn
más,Spn
",Punct
I,Eng
was,Eng
sure,Eng
I,Eng
was,Eng
going,Eng
to,Eng
hate,Eng
it,Eng
here,Eng
.,Punct
Hate,Eng
them,Eng
.,Punct
A,Spn
los,Spn
porteños,Spn
.,Punct
Vine,Spn
armed,Eng
to,Eng
the,Eng
teeth,Eng
con,Spn
los,Spn
modelos,Spn
de,Spn
argentinidad,Spn
que,Spn
había,Spn
aprendido,Spn
EN,NamedEnt
EL,NamedEnt
EXTERIOR,Spn
",Punct
as,Eng
they,Eng
say,Eng
about,Eng
cualquier,Spn
lugar,Spn
no-Argentina,Spn
(,Punct
es128,Spn
decir,Spn
",Punct
en,Spn
mi,Spn
país,Spn
),Punct
y,Spn
.,Punct
.,Punct
.,Punct
bueno,Spn
",Punct
it,Eng
is,Eng
and,Eng
so,Eng
much,Eng
is,Eng
not,Eng
.,Punct
.,Punct
.,Punct
eso,Spn
.,Punct
How,Eng
can,Eng
I,Eng
love,Eng
it,Eng
here,Eng
so,Eng
much,Eng
?,Punct
Entroa,Spn
una,Spn
de,Spn
esas,Spn
trendy,Eng
Barrio,Spn
Norte,Spn
boutiques,Spn
.,Punct
I,Eng
always,Eng
feel,Eng
slightly,Eng
on-edge,Eng
",Punct
uncomfortable,Eng
somehow,Eng
",Punct
de,Spn
compras,Spn
.,Punct
Ojalá,Spn
pudiera,Spn
ASUMIR,Spn
(,Punct
like,Eng
they,Eng
say,Eng
here,Eng
",Punct
siempre,Spn
asumiendo,Spn
—,Punct
or,Eng
not—ehto,Spn
o,Spn
lo,Spn
otro,Spn
),Punct
mi,Spn
cuerpo,Spn
",Punct
my,Eng
height,Eng
",Punct
mi,Spn
dizque,Spn
besheza,Spn
",Punct
como,Spn
me,Spn
aconseja,Spn
mi,Spn
hermana,Spn
Laura,NamedEnt
:,Punct
own,Eng
your,Eng
body,Eng
",Punct
your,Eng
looks,Eng
",Punct
your,Eng
space,Eng
en,Spn
el,Spn
mundo,Spn
.,Punct
Pero,Spn
siempre,Spn
entro,Spn
a,Spn
los,Spn
shops,Eng
",Punct
especially,Eng
los,Spn
más,Spn
trendy,Eng
y,Spn
fancy,Eng
",Punct
feeling,Eng
medio,Spn
cowed,Eng
and,Eng
pale,Spn
",Punct
definitively,Eng
out,Eng
of,Eng
place,Eng
.,Punct
Y,Spn
las,Spn
salesgirls,Eng
porteñas,Spn
una,Spn
bola,Spn
de,Spn
snobs,Eng
and,Eng
I,Eng
know,Eng
I’ll,Spn
have,Eng
to,Eng
take,Eng
a,Spn
size,Eng
3,Punct
(,Punct
can,Eng
you,Eng
imagine,Eng
a,Spn
country,Eng
donde,Spn
the,Eng
largest,Eng
size,Eng
is,Eng
a,Spn
THREE,Eng
?,Punct
?,Punct
?,Punct
),Punct
por,Spn
“,Punct
y,Spn
.,Punct
.,Punct
.,Punct
el,Spn
tema,Spn
del,Spn
busto,Spn
",Punct
”,Punct
as,Eng
they,Eng
delicately,Eng
put,Eng
it,Eng
here,Eng
and,Eng
FUCK,Spn
",Punct
ni,Spn
que,Spn
fueran,Spn
tan,Spn
y,Spn
tan,Spn
BIG,Eng
",Punct
sólo,Spn
que,Spn
estas,Spn
washed-out,Eng
faux,Eng
blonde,Eng
social,Eng
X-ray,Spn
lollipops,Spn
no,Spn
tienen,Spn
",Punct
directamente,Spn
",Punct
tetas,Spn
.,Punct
Ay,Spn
",Punct
they,Eng
wish,Eng
",Punct
y,Spn
hasta,Spn
se,Spn
operan,Spn
las,Spn
LOLAS,NamedEnt
(,Punct
what,Eng
a,Spn
ridiculous,Eng
",Punct
candy-ugly,Eng
name,Eng
for,Eng
breasts,Eng
",Punct
ay,Spn
",Punct
how,Eng
alienated,Eng
are,Eng
these,Eng
hypercerebral,Spn
porteños,Spn
from,Eng
their,Eng
cuerpos,Spn
!,Punct
),Punct
pero,Spn
the,Eng
resultant,Eng
lolas,Spn
se,Spn
ven,Spn
como,Spn
pasted,Eng
on,Eng
en,Spn
ehtos,Spn
cuerpecitos,Spn
de,Spn
little,Eng
Biafra-boy,Spn
",Punct
en,Spn
sus,Spn
tiny,Eng
",Punct
ubiquitous,Spn
black,Eng
pants,Eng
.,Punct
Y,Spn
cómo,Spn
.,Punct
.,Punct
.,Punct
¿decía,Spn
que,Spn
I,Eng
love,Eng
it,Eng
here,Eng
?,Punct
Pero,Spn
y,Spn
sí,Spn
",Punct
a,Spn
pesar,Spn
de,Spn
que,Spn
no,Spn
caigo,Spn
ni,Spn
lejos,Spn
en,Spn
este,Spn
look,Eng
cheto,Spn
",Punct
de,Spn
Barrio,Spn
Norte,Spn
",Punct
fíjate,Spn
que,Spn
la,Spn
gente,Spn
me,Spn
mira,Spn
en,Spn
la,Spn
calle,Spn
.,Punct
I,Eng
feel,Eng
their,Eng
vibes,Eng
",Punct
their,Eng
eyes,Eng
on,Eng
me,Spn
:,Punct
viejas,Spn
",Punct
galanes,Spn
",Punct
mujeres,Spn
",Punct
children,Eng
.,Punct
Esto,Spn
siempre,Spn
me,Spn
ha,Spn
pasado,Spn
",Punct
la,Spn
verdad,Spn
.,Punct
Y,Spn
reflecciono,Spn
y,Spn
me,Spn
pregunto,Spn
que,Spn
si,Spn
es,Spn
porque,Spn
aquí,Spn
",Punct
ahora,Spn
tengo,Spn
una,Spn
mirada,Spn
de,Spn
pura,Spn
lela,Spn
",Punct
de,Spn
embelesada,Spn
con,Spn
esta,Spn
ciudad,Spn
.,Punct
Y,Spn
entonces,Spn
les,Spn
pregunto,Spn
",Punct
tentatively,Eng
",Punct
a,Spn
las,Spn
salesgirls,Eng
sobre,Spn
la,Spn
chaqueta,Spn
color,Spn
vino,Spn
y,Spn
por,Spn
poco,Spn
me,Spn
muero,Spn
porque,Spn
la,Spn
palabra,Spn
camperahas,Eng
flown,Eng
right,Eng
out,Eng
of,Eng
my,Eng
head,Eng
y,Spn
también,Spn
se,Spn
me,Spn
olvidó,Spn
que,Spn
no,Spn
dicen,Spn
“,Punct
color,Spn
vino,Spn
”,Punct
sino,Spn
BORDEAU,NamedEnt
y,Spn
me,Spn
dicen,Spn
ah,Spn
",Punct
bleating,Eng
all,Eng
lamby-like,Eng
",Punct
la,Spn
campEEra,Spn
bordeau,Eng
",Punct
sí,Spn
.,Punct
Manera,Spn
de,Spn
corregir,Spn
a,Spn
la,Spn
gente,Spn
",Punct
refunfuño,Spn
pa,Spn
’,Punct
mis,Spn
adentros,Spn
.,Punct
Y,Spn
digo,Spn
algo,Spn
así,Spn
como—es,Spn
talle,Spn
miniatura,Spn
pero,Spn
vamos,Spn
a,Spn
ver,Spn
",Punct
well,Eng
",Punct
estamos,Spn
en,Spn
Argentina,NamedEnt
(,Punct
just,Eng
a,Spn
little,Eng
sarcastic,Eng
),Punct
y,Spn
me,Spn
dicen,Spn
qué,Spn
",Punct
no,Spn
soh,Spn
argentina,NamedEnt
?,Punct
Y,Spn
sho,Eng
incrédula,Spn
",Punct
how,Eng
can,Eng
they,Eng
think,Eng
I,Eng
am,Eng
",Punct
y,Spn
les,Spn
digo—veo,Spn
que,Spn
son,Spn
",Punct
after,Eng
all,Eng
",Punct
medio,Spn
harmless,Eng
y,Spn
hasta,Spn
sweet,Eng
—,Punct
claro,Spn
que,Spn
no,Spn
",Punct
no,Spn
me,Spn
escucharon,Spn
ahora,Spn
mismito,Spn
no,Spn
recordar,Spn
la,Spn
palabra,Spn
de,Spn
Uds,Spn
.,Punct
",Punct
campera,Eng
?,Punct
Y,Spn
¿de,Spn
dónde,Spn
soh,Spn
?,Punct
",Punct
y,Spn
yo,Spn
",Punct
de,Spn
Los,Spn
Angeles,Spn
y,Spn
ah,Spn
starry-eyed,Eng
y,Spn
todo,Spn
el,Spn
mundo,Spn
dice,Spn
que,Spn
es,Spn
muuuy,Spn
lindo,Spn
ashá,Eng
y,Spn
yo,Spn
bueno,Spn
sí,Spn
",Punct
supongo,Spn
",Punct
pero,Spn
a,Spn
mí,Spn
en,Spn
cambio,Spn
",Punct
me,Spn
gusta,Spn
acá,Spn
.,Punct
.,Punct
.,Punct
Y,Spn
me,Spn
pruebo,Spn
el,Spn
short,Eng
",Punct
burgundy,Eng
nylon-ciré,Spn
jacket,Eng
and,Eng
it,Eng
slides,Eng
beautifully,Eng
over,Eng
EVERY,Eng
part,Eng
of,Eng
me,Spn
not,Eng
too,Eng
tight,Eng
en,Spn
el,Spn
busto,Spn
and,Eng
even,Eng
the,Eng
arms,Eng
fit,Eng
fine,Eng
on,Eng
my,Eng
long,Eng
chango,Spn
arms,Eng
",Punct
y,Spn
me,Spn
siento,Spn
perilously,Eng
close,Eng
to,Eng
tears,Eng
y,Spn
de,Spn
repente,Spn
me,Spn
colapseo,Spn
on,Eng
a,Spn
little,Eng
bench,Eng
in,Eng
that,Eng
white,Eng
white,Eng
boutique,Spn
y,Spn
ahora,Spn
hot,Eng
tears,Eng
are,Eng
coursing,Eng
down,Eng
my,Eng
cheeks,Eng
y,Spn
las,Spn
chicas,Spn
atónitas,Spn
y,Spn
¿qué,Spn
te,Spn
pasa,Spn
",Punct
pero,Spn
ehtáh,Spn
bien,Spn
?,Punct
Y,Spn
yo,Spn
",Punct
ob-vio,Spn
que,Spn
no,Spn
",Punct
y,Spn
.,Punct
.,Punct
.,Punct
¿te,Spn
podemos,Spn
ashudar,Spn
en,Spn
algo,Spn
?,Punct
Y,Spn
sho,Eng
ah,Spn
",Punct
you,Eng
already,Eng
arehelping,Eng
me,Spn
y,Spn
les,Spn
balbuceo,Spn
que,Spn
es,Spn
nada,Spn
más,Spn
",Punct
nada,Spn
máh,Spn
que,Spn
no,Spn
puedo,Spn
.,Punct
.,Punct
.,Punct
que,Spn
no,Spn
me,Spn
quiero,Spn
ir,Spn
de,Spn
ehta,Spn
ciudad.II,Spn
Iguazú,Spn
Crónica,Spn
5,Punct
junio,Spn
2001,Spn
Buenos,Spn
Aires,NamedEnt
Per,Eng
Ida,Spn
Longo,NamedEnt
Strauss,NamedEnt
",Punct
in,Eng
memoriam,Eng
For,Eng
Etienne,NamedEnt
Joseph,NamedEnt
and,Eng
for,Eng
Sarita,NamedEnt
Chávez,NamedEnt
Silverman,NamedEnt
De,Spn
entrada,Spn
habría,Spn
que,Spn
describir,Spn
nuestro,Spn
approach,Eng
from,Eng
the,Eng
air,Eng
.,Punct
Había,Spn
estado,Spn
bien,Spn
nervous,Eng
",Punct
volando,Spn
LAPA,NamedEnt
",Punct
por,Spn
lo,Spn
del,Spn
huge,Eng
accident,Eng
almost,Eng
two,Eng
years,Eng
ago,Eng
",Punct
cuando,Spn
un,Spn
avión,Spn
exploded,Eng
in,Eng
a,Spn
fireball,Eng
",Punct
directamente,Spn
matando,Spn
o,Spn
mutilando,Spn
a,Spn
muchos,Spn
pasajeros,Spn
",Punct
trying,Eng
to,Eng
take,Eng
off,Eng
to,Eng
Córdoba,NamedEnt
.,Punct
Recién,Spn
un,Spn
amigo,Spn
me,Spn
dijo,Spn
que,Spn
it,Eng
was,Eng
“,Punct
pilot,Eng
error,Spn
.,Punct
”,Punct
Vaya,NamedEnt
comfort,Eng
!,Punct
Anyway,Eng
",Punct
renerviosa,Spn
estaba,Spn
.,Punct
Resultó,Spn
ser,Spn
un,Spn
vuelo,Spn
like,Eng
any,Eng
other,Eng
",Punct
except,Eng
during,Eng
the,Eng
sharply-angled,Eng
descent,Eng
al,Spn
Aeropuerto,Spn
Internacional,Spn
Iguazú,Spn
.,Punct
Allí,Spn
",Punct
the,Eng
tilted,Eng
view,Eng
from,Eng
above,Eng
",Punct
of,Eng
sinuous,Eng
brown-grey,Eng
rivers,Eng
and,Eng
tributaries,Eng
and,Eng
a,Spn
jungly,Eng
mass,Eng
of,Eng
shocking,Eng
green,Eng
",Punct
me,Spn
recordó,Spn
right,Eng
away,Eng
“,Punct
Apocalypse,Spn
Now,Eng
.,Punct
”,Punct
¿Qué,Spn
este,Spn
tu,Spn
afán,Spn
de,Spn
siempre,Spn
y,Spn
siempre,Spn
comparar,Spn
?,Punct
Why,Eng
can’t,Spn
you,Eng
just,Eng
BE,Eng
?,Punct
Live,Eng
in,Eng
the,Eng
minute,Eng
?,Punct
Siempre,Spn
este,Spn
intento,Spn
de,Spn
asimilar,Eng
",Punct
de,Spn
que,Spn
esto,Spn
se,Spn
parehca,Spn
a,Spn
aquesho,Spn
",Punct
¡pesada,Spn
!,Punct
132,Spn
Descendemos,Spn
and,Eng
once,Eng
we’re,Spn
on,Eng
the,Eng
ground,Eng
es,Spn
casi,Spn
Oaxaca,NamedEnt
en,Spn
agosto—28°C,Spn
nos,Spn
ha,Spn
dicho,Spn
el,Spn
piloto—pero,Spn
this,Eng
immediate,Eng
rush,Eng
of,Eng
heat,Eng
bears,Eng
water,Eng
",Punct
casi,Spn
me,Spn
aplasta,Spn
y,Spn
eso,Spn
que,Spn
we’re,Spn
nearly,Eng
in,Eng
the,Eng
southern,Eng
hemisphere,Eng
winter,Eng
.,Punct
Vegetación,Spn
frondosa,Spn
",Punct
wild,Eng
tangled,Eng
creepers,Eng
and,Eng
every,Eng
so,Eng
often,Eng
",Punct
incongruente,Spn
",Punct
a,Spn
stark,Eng
",Punct
peeled,Eng
",Punct
skinny,Eng
white,Eng
tree,Eng
.,Punct
Me,Spn
recuerda,Spn
driving,Eng
through,Eng
Georgia,NamedEnt
",Punct
Mississippi,NamedEnt
",Punct
Alabama,NamedEnt
",Punct
quizás,Spn
Virginia,NamedEnt
.,Punct
Ay,Spn
",Punct
there,Eng
you,Eng
go,Eng
again,Eng
",Punct
nena,Spn
.,Punct
Estamos,Spn
en,Spn
Gemini,NamedEnt
.,Punct
Estamos,Spn
en,Spn
Iguazú,Spn
.,Punct
¿Qué,Spn
era,Spn
lo,Spn
que,Spn
yo,Spn
esperaba,Spn
?,Punct
Este,Spn
ir,Spn
en,Spn
tourbus,Eng
me,Spn
recuerda,Spn
estar,Spn
con,Spn
mamá,Spn
en,Spn
Andalucía,Spn
",Punct
on,Eng
that,Eng
mythical,Eng
tour,Eng
de,Spn
españoles,Spn
con,Spn
la,Spn
disgruntled,Eng
pair,Eng
of,Eng
second-honeymooners,Eng
romanos,Spn
",Punct
Vittorio,NamedEnt
e,Spn
Iside,Spn
",Punct
y,Spn
los,Spn
mexicanos,Spn
Salvador,NamedEnt
e,Spn
Irma,NamedEnt
y,Spn
claro,Spn
",Punct
el,Spn
faux-bilingüe,Eng
tourguide,Eng
español,Spn
Luis,NamedEnt
",Punct
who,Eng
every,Eng
few,Eng
phrases,Eng
would,Eng
toss,Eng
in,Eng
the,Eng
singularly,Eng
unhelpful,Eng
“,Punct
de,Spn
mode,Eng
que”—constituía,Eng
su,Spn
total,Spn
command,Eng
del,Spn
francés—para,Spn
los,Spn
italianos,Spn
.,Punct
How,Eng
come,Eng
I,Eng
remember,Eng
their,Eng
names,Eng
",Punct
después,Spn
de,Spn
todo,Spn
este,Spn
tiempo,Spn
?,Punct
Ahora,Spn
acabamos,Spn
de,Spn
completar,Spn
la,Spn
primera,Spn
fase,Spn
del,Spn
tour,Eng
",Punct
un,Spn
abortivísimo,Spn
duty,Eng
free,Eng
shopping,Eng
frenzy,Eng
en,Spn
la,Spn
super-cutre,Eng
Ciudad,Spn
del,Spn
Este,Spn
",Punct
Paraguay,NamedEnt
.,Punct
Oh,Eng
my,Eng
god,Eng
",Punct
sooooomuch,Eng
worse,Eng
than,Eng
Tijuana,NamedEnt
.,Punct
Not,Eng
“,Punct
even,Eng
”,Punct
PoMo,Spn
",Punct
a,Spn
pesar,Spn
de,Spn
los,Spn
(,Punct
as,Eng
ever,Eng
),Punct
hyperbolic,Eng
claims,Eng
del,Spn
Wayne,NamedEnt
",Punct
aka,Spn
Mr,NamedEnt
.,Punct
“,Punct
Lonely,Eng
Planet,NamedEnt
”,Punct
:,Punct
“,Punct
Ciudad,Spn
del,Spn
Este,Spn
has,Eng
an,Eng
infectious,Eng
boomtown,Eng
vitality,Eng
.,Punct
”,Punct
Yeah,Eng
right,Eng
",Punct
Wayne,NamedEnt
!,Punct
Me,Spn
quedo,Spn
con,Spn
lo,Spn
de,Spn
“,Punct
infectious,Eng
",Punct
”,Punct
porque,Spn
de,Spn
vitalidad,Spn
te,Spn
juro,Spn
que,Spn
no,Spn
percibí,Spn
na,Spn
’,Punct
.,Punct
A,Spn
festering,Eng
maze,Spn
of,Eng
muddy,Eng
callejones,Spn
",Punct
carton-toting,Eng
mestizolooking,Eng
men,Eng
",Punct
sleazy,Eng
",Punct
stolen,Eng
electronic,Eng
fencing,Eng
locales,Spn
and,Eng
everywhere,Eng
:,Punct
calcetines,Spn
for,Eng
sale,Spn
!,Punct
Luego,Spn
nos,Spn
shevaron,Spn
a,Spn
Foz,NamedEnt
de,Spn
Iguaçu,NamedEnt
.,Punct
Del,Spn
otro,Spn
lado,Spn
.,Punct
Almost,Eng
as,Eng
ugly,Eng
",Punct
if,Eng
not,Eng
quite,Eng
as,Eng
disreputable,Eng
.,Punct
And,Eng
me,Spn
",Punct
trotting,Eng
out,Eng
my,Eng
rusty,Eng
português,Spn
",Punct
worsened,Eng
by,Eng
the,Eng
intervention,Eng
of,Eng
Italian,NamedEnt
",Punct
on,Eng
a,Spn
Grail-like,Eng
quest,Eng
for,Eng
la,Spn
colonia,Spn
brasileira,Spn
que,Spn
olí,Spn
en,Spn
esa,Spn
mujer,Spn
en,Spn
Tigre,Spn
.,Punct
Months,Eng
ago,Eng
ya,Spn
",Punct
en,Spn
el,Spn
Delta,NamedEnt
del,Spn
Paraná,Spn
",Punct
when,Eng
the,Eng
Argentine,NamedEnt
spring,Eng
was,Eng
just,Eng
approaching,Eng
.,Punct
Era,Spn
artesanal,Spn
",Punct
se,Spn
me,Spn
hace,Spn
.,Punct
Patchouli,NamedEnt
",Punct
ella,Spn
me,Spn
dijo,Spn
.,Punct
Intoxicating,Eng
.,Punct
Pero,Spn
it,Eng
was,Eng
nowhere,Eng
to,Eng
be,Eng
found,Eng
!,Punct
En,Spn
la,Spn
Boticaria,NamedEnt
que,Spn
me,Spn
recomendaron,Spn
",Punct
o,Spn
en,Spn
las,Spn
farmacias,Spn
",Punct
time,Eng
and,Eng
again,Eng
ensashé,Spn
my,Eng
pathetic,Eng
little,Eng
patchwork,Eng
speech,Eng
:,Punct
“,Punct
Estou,NamedEnt
procurAndo,Spn
uma,Eng
colOnia,Spn
brasilEira,Spn
.,Punct
.,Punct
.,Punct
”,Punct
Y,Spn
me,Spn
sacaban,Spn
cheap,Eng
",Punct
high-alcohol,Eng
“,Punct
deo-colonias,Spn
.,Punct
”,Punct
En,Spn
Ciudad,Spn
del,Spn
Este,Spn
for,Eng
a,Spn
moment,Eng
pensé,Spn
que,Spn
mi,Spn
búsqueda,Spn
épica,Spn
(,Punct
since,Eng
it,Eng
was,Eng
summarily,Eng
discontinued,Eng
in,Eng
1983,Spn
",Punct
joder,Spn
),Punct
de,Spn
“,Punct
7eSens,Eng
”,Punct
de,Spn
Sonia,NamedEnt
Rykiel,NamedEnt
had,Eng
at,Eng
long,Eng
last,Eng
come,Eng
to,Eng
an,Eng
end,Eng
.,Punct
Porque,Spn
allí,Spn
(,Punct
in,Eng
a,Spn
huge,Eng
",Punct
paquetísimo,Spn
",Punct
Union,Eng
Square,NamedEnt
de,Spn
San,NamedEnt
Francisco,NamedEnt
Macy’s—gorgeous,NamedEnt
department,Eng
store,Eng
called,Eng
“,Punct
Monalisa,NamedEnt
",Punct
”,Punct
insulated,Eng
del,Spn
squalor,Eng
circundante,Spn
by,Eng
gun-toting,Eng
teen,Eng
soldierboys,Eng
),Punct
descubrí,Spn
un,Spn
nuevo,Spn
parfum,Spn
para,Spn
mujeres,Spn
de,Spn
la,Spn
mismísima,Spn
Sonia,NamedEnt
R.,Spn
Me,Spn
lo,Spn
hice,Spn
spray,Eng
.,Punct
And,Eng
for,Eng
a,Spn
glorious,Eng
heartbeat,Eng
pensé,Spn
que,Spn
casi,Spn
.,Punct
Casi,Spn
.,Punct
.,Punct
.,Punct
ah,Spn
",Punct
that,Eng
purple,Eng
rush,Eng
of,Eng
PlayDoh,Spn
",Punct
incienso,Spn
y,Spn
humo,Spn
que,Spn
era—es—“7eSens,Spn
.,Punct
”,Punct
I,Eng
neverforget,Eng
a,Spn
scent,Eng
.,Punct
Imprinted,Eng
.,Punct
Indelible,Eng
.,Punct
Indescriptiblemente,Spn
nohtálgico,Spn
de,Spn
los,Spn
early,Eng
80s,Spn
in,Eng
the,Eng
Bay,NamedEnt
Area,Eng
.,Punct
Berkeley,NamedEnt
y,Spn
San,NamedEnt
Francisco,NamedEnt
.,Punct
Las,Spn
noches,Spn
de,Spn
Hamburger,NamedEnt
Mary’s,NamedEnt
con,Spn
el,Spn
Daniel,NamedEnt
Dickison,NamedEnt
y,Spn
Lee,Spn
Weiss,NamedEnt
",Punct
el,Spn
sloth-drawing,Eng
contest,Eng
;,Punct
every,Eng
Thursday,NamedEnt
en,Spn
el,Spn
Balboa,NamedEnt
Café,Spn
",Punct
todos,Spn
aquellos,Spn
dizque,Spn
fern,Spn
bars,Eng
off,Eng
Union,Eng
Street,Eng
(,Punct
the,Eng
“,Punct
Herpes,Spn
Triangle,NamedEnt
”,Punct
les,Spn
decían,Spn
),Punct
.,Punct
Trish,NamedEnt
",Punct
oh,Eng
Howard,NamedEnt
",Punct
Miss,Eng
Zooloo,NamedEnt
",Punct
Tina,NamedEnt
and,Eng
la,Spn
Pamela,NamedEnt
Williams,NamedEnt
",Punct
a,Spn
double,Eng
Remy,NamedEnt
Martin,NamedEnt
(,Punct
un,Spn
double,Eng
whammy,Eng
",Punct
máh,Spn
bien,Spn
),Punct
in,Eng
Rosebud’s,NamedEnt
in,Eng
Union,Eng
Square,NamedEnt
",Punct
esperando,Spn
que,Spn
Helen,NamedEnt
and,Eng
Pamela,NamedEnt
terminen,Spn
su,Spn
shift,Eng
para,Spn
ir,Spn
a,Spn
cenar,Spn
o,Spn
bailar,Spn
.,Punct
Gauloises,Eng
",Punct
Cortázar,NamedEnt
",Punct
taking,Eng
el,Spn
Riet,NamedEnt
Tramer,NamedEnt
to,Eng
Trocadero,Spn
Transfer,Eng
or,Eng
dining,Eng
con,Spn
el,Spn
Revelli,NamedEnt
(,Punct
mainly,Eng
to,Eng
make,Eng
Mauro,NamedEnt
jealous,Eng
),Punct
en,Spn
Osteria,NamedEnt
Romana,NamedEnt
.,Punct
Walking,Eng
walking,Eng
walking,Eng
.,Punct
Pero,Spn
no,Spn
.,Punct
No,Spn
era,Spn
“,Punct
7eSens,Eng
”,Punct
ni,Spn
lejos,Spn
.,Punct
An,Eng
awful,Eng
contemporary,Eng
aldehydic,Spn
pero,Spn
too,Eng
sharp,Eng
de,Spn
repente,Spn
",Punct
y,Spn
luego,Spn
too-cloying,Eng
",Punct
fruitysweet,Eng
.,Punct
In,Eng
all,Eng
my,Eng
perfume-hungering,Spn
years,Eng
",Punct
no,Spn
perfume,Spn
EVER,Eng
—,Punct
before,Eng
or,Eng
since—me,Eng
ha,Spn
transportado,Spn
como,Spn
“,Punct
7eSens,Eng
.,Punct
”,Punct
Gone,Eng
",Punct
gone,Eng
forever,Eng
.,Punct
Acabé,Spn
llevando,Spn
otro,Spn
nuevo,Spn
",Punct
“,Punct
Magic,NamedEnt
”,Punct
de,Spn
Céline,NamedEnt
.,Punct
Al134,Spn
principio,Spn
manifestó,Spn
un,Spn
sinestésico,Spn
casi,Spn
purple,Eng
candy,Spn
rush,Eng
",Punct
y,Spn
pensé,Spn
well,Eng
",Punct
maybe,Eng
.,Punct
Pero,Spn
luego,Spn
",Punct
reveló,Spn
su,Spn
corazón,Spn
y,Spn
como,Spn
siempre,Spn
me,Spn
pasa,Spn
it,Eng
became,Eng
like,Eng
so,Eng
many,Eng
other,Eng
slightly,Eng
powdery,Eng
not,Eng
very,Eng
risk-taking,Eng
orientals,Eng
I’ve,Spn
always,Eng
enjoyed,Eng
",Punct
pero,Spn
que,Spn
tampoco,Spn
son,Spn
exactly,Eng
.,Punct
.,Punct
.,Punct
it,Eng
:,Punct
“,Punct
Dans,NamedEnt
la,Spn
Nuit,NamedEnt
”,Punct
de,Spn
Worth,Eng
",Punct
por,Spn
ejemplo,Spn
.,Punct
Opium,NamedEnt
.,Punct
Kouros,NamedEnt
de,Spn
Yves,NamedEnt
Saint,NamedEnt
Laurent,NamedEnt
.,Punct
Antaeus,NamedEnt
de,Spn
Chanel,NamedEnt
.,Punct
Vi,Spn
uno,Spn
nuevo,Spn
de,Spn
mi,Spn
adorado,Spn
Jacomo,NamedEnt
",Punct
“,Punct
Perle,NamedEnt
de,Spn
Silences,Eng
.,Punct
”,Punct
Y,Spn
supe,Spn
",Punct
finalmente,Spn
",Punct
que,Spn
“,Punct
Diorella,NamedEnt
”,Punct
de,Spn
Dior,NamedEnt
es,Spn
inconseguible,Spn
.,Punct
Me,Spn
moriría,Spn
por,Spn
un,Spn
secret,Eng
cache,Spn
de,Spn
“,Punct
7eSens,Eng
.,Punct
”,Punct
Oh,Eng
",Punct
just,Eng
to,Eng
sniff,Eng
it,Eng
again,Eng
.,Punct
Bueno,Spn
pero,Spn
I,Eng
digress,Eng
.,Punct
Of,Eng
course,Eng
",Punct
what,Eng
we,Eng
came,Eng
to,Eng
see,Eng
were,Eng
the,Eng
waterfalls,Eng
.,Punct
And,Eng
the,Eng
jungle,Eng
.,Punct
It’s,Eng
not,Eng
that,Eng
jungly,Eng
",Punct
after,Eng
all,Eng
.,Punct
Pero,Spn
¿y,Spn
qué,Spn
queréh,Spn
",Punct
piba,Spn
?,Punct
Green,Eng
Mansionsall,NamedEnt
over,Eng
again,Eng
?,Punct
Y,Spn
.,Punct
.,Punct
.,Punct
(,Punct
pausa,Spn
porteña,Spn
),Punct
claro,Spn
.,Punct
Well,Eng
",Punct
it,Eng
never,Eng
can,Eng
be,Eng
.,Punct
Siempre,Spn
mejor,Spn
.,Punct
Fuller,NamedEnt
.,Punct
Menos,Spn
ob-vio,Spn
en,Spn
un,Spn
libro,Spn
.,Punct
¡Patética,Spn
bookworm,Eng
!,Punct
Aprendé,Spn
a,Spn
vivir,Spn
en,Spn
el,Spn
mundo,Spn
